assembly	biosample	coverage	organism	strain	human_related	collection_date	country	city	assembly_source	genome_size	gc_content	n_count	contig_count	longest_contig	N50	N95	busco_complete_perc	kraken2_taxid	kraken2_taxon_name	kraken2_taxid_freq	mlst	mlst_genes_detected	k_serotype	k_confidence	oc_serotype	oc_confidence	aminoglycoside	beta_lactam	colistin	fosfomycin	fusidicacid	glycopeptide	macrolide	misc	nitroimidazole	oxazolidinone	phenicol	pseudomonicacid	quinolone	rifampicin	sulphonamide	tetracycline	trimethoprim	carO	ISAba1	blaOXA51like	carbapenem	fluoroquinolone	crab	qc_pass	continent	region23	country_iso2c	serotype	collection_day	collection_year	filtered	city_pooled
GCF_022395455.1	SAMN25894935	32	Acinetobacter baumannii	NGCE1011	TRUE	2020-11-11	Bangladesh	dhaka	NCBI	3941223	0.388	0	86	260440	122061	20786	99.8	470	Acinetobacter baumannii	82.56	ST2	7	KL2	Very high	OCL1	Very high	aph(3'')-Ib|aph(3')-Ia|aph(3')-VIa|aph(6)-Id|armA	blaADC-25|blaOXA-23|blaOXA-66|blaTEM-1A	NA	NA	NA	NA	mph(E)|msr(E)	NA	NA	NA	NA	NA	NA	NA	NA	tet(B)	NA	TRUE	TRUE	TRUE	blaOXA-23-like	gyrAS81L|parCS84L	TRUE	TRUE	Asia	Southern Asia	BD	ST2-KL2	2020-11-11	2020	TRUE	other_country_outside_europe
GCF_022395655.1	SAMN25894931	25	Acinetobacter baumannii	NGCE1004	TRUE	2020-11-09	Bangladesh	dhaka	NCBI	3941505	0.388	0	76	260440	140356	21904	99.8	470	Acinetobacter baumannii	82.89	ST2	7	KL2	Very high	OCL1	Very high	aph(3'')-Ib|aph(3')-Ia|aph(3')-VIa|aph(6)-Id|armA	blaADC-25|blaOXA-23|blaOXA-66|blaTEM-1A	NA	NA	NA	NA	mph(E)|msr(E)	NA	NA	NA	NA	NA	NA	NA	NA	tet(B)	NA	TRUE	TRUE	TRUE	blaOXA-23-like	gyrAS81L|parCS84L	TRUE	TRUE	Asia	Southern Asia	BD	ST2-KL2	2020-11-08	2020	TRUE	other_country_outside_europe
GCF_022395665.1	SAMN25894930	30	Acinetobacter baumannii	NGCE928	TRUE	2019-10-24	Bangladesh	dhaka	NCBI	3971924	0.388	0	105	188917	113244	16357	99.7	470	Acinetobacter baumannii	73.33	ST2	7	KL3	High	OCL1	Very high	aph(3'')-Ib|aph(3')-VIa|aph(6)-Id|armA	blaADC-25|blaOXA-23|blaOXA-66	NA	NA	NA	NA	mph(E)|msr(E)	NA	NA	NA	NA	NA	NA	NA	NA	tet(B)	NA	FALSE	TRUE	TRUE	blaOXA-23-like	gyrAS81L|parCS84L	TRUE	TRUE	Asia	Southern Asia	BD	ST2-KL3	2019-10-24	2019	TRUE	other_country_outside_europe
GCF_022429585.1	SAMN26082895	373.7	Acinetobacter baumannii	AB2877	TRUE	2021-10-12	China	zhuhai	NCBI	3895757	0.39	0	2	3887026	3887026	3887026	99.8	470	Acinetobacter baumannii	100	ST2	7	KL2	Very high	OCL1	Very high	aph(3'')-Ib|aph(3')-Ia|aph(6)-Id|armA	blaADC-25|blaOXA-23|blaOXA-66|blaTEM-1A	NA	NA	NA	NA	mph(E)|msr(E)	NA	NA	NA	NA	NA	NA	NA	sul2	tet(B)	NA	TRUE	TRUE	TRUE	blaOXA-23-like	gyrAS81L|parCS84L	TRUE	TRUE	Asia	Eastern Asia	CN	ST2-KL2	2021-10-11	2021	TRUE	other_country_outside_europe
GCF_022459055.1	SAMN25131651	200	Acinetobacter baumannii	AB180-VUB	TRUE	2017	Belgium	NA	NCBI	3918856	0.39	0	1	3918856	3918856	3918856	99.8	470	Acinetobacter baumannii	100	ST2	7	KL3	Very high	OCL1	Very high	aph(3'')-Ib|aph(3')-Ia|aph(6)-Id|armA	blaADC-25|blaOXA-23|blaOXA-66|blaTEM-1A	NA	NA	NA	NA	mph(E)|msr(E)	NA	NA	NA	NA	NA	NA	NA	NA	tet(B)	NA	TRUE	TRUE	TRUE	blaOXA-23-like	gyrAS81L|parCS84L	TRUE	TRUE	Europe	Western Europe	BE	ST2-KL3	2017-08-15	2017	TRUE	other_country_outside_europe
GCF_022459135.1	SAMN25131647	200	Acinetobacter baumannii	AB175-VUB	TRUE	2017	Belgium	NA	NCBI	3897771	0.391	0	1	3897771	3897771	3897771	99.7	470	Acinetobacter baumannii	100	ST2	7	KL2	Very high	OCL1	Very high	aph(3'')-Ib|aph(6)-Id	blaADC-25|blaOXA-23|blaOXA-66|blaTEM-1A	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	sul2	tet(B)	NA	TRUE	TRUE	TRUE	blaOXA-23-like	gyrAS81L|parCS84L	TRUE	TRUE	Europe	Western Europe	BE	ST2-KL2	2017-10-05	2017	TRUE	other_country_outside_europe
GCF_022459155.1	SAMN25131646	200	Acinetobacter baumannii	AB173-VUB	TRUE	2017	Belgium	NA	NCBI	4118848	0.391	0	1	4118848	4118848	4118848	99.7	470	Acinetobacter baumannii	100	ST2	7	KL3	Very high	OCL1	Very high	aph(3'')-Ib|aph(6)-Id|armA	blaADC-25|blaOXA-23|blaOXA-66	NA	NA	NA	NA	mph(E)|msr(E)	NA	NA	NA	catA1	NA	NA	NA	sul1	tet(B)	NA	TRUE	TRUE	TRUE	blaOXA-23-like	gyrAS81L|parCS84L	TRUE	TRUE	Europe	Western Europe	BE	ST2-KL3	2017-02-22	2017	TRUE	other_country_outside_europe
GCF_022459175.1	SAMN25131645	200	Acinetobacter baumannii	AB172-VUB	TRUE	2017	Belgium	NA	NCBI	3996138	0.391	0	1	3996138	3996138	3996138	99.7	470	Acinetobacter baumannii	100	ST2	7	KL13	Very high	OCL1	Very high	aac(3)-Ia|aadA1|aph(3'')-Ib|aph(3')-Ia|aph(6)-Id	blaADC-25|blaOXA-23|blaOXA-66	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	sul1	tet(B)	NA	TRUE	TRUE	TRUE	blaOXA-23-like	gyrAS81L|parCS84L	TRUE	TRUE	Europe	Western Europe	BE	ST2-KL13	2017-10-09	2017	TRUE	other_country_outside_europe
GCF_022459295.1	SAMN25131644	200	Acinetobacter baumannii	AB171-VUB	TRUE	2017	Belgium	NA	NCBI	3974863	0.391	0	1	3974863	3974863	3974863	99.7	470	Acinetobacter baumannii	100	ST2	7	KL13	Perfect	OCL1	Very high	aac(3)-Ia|aadA1|aph(3'')-Ib|aph(3')-Ia|aph(6)-Id	blaADC-25|blaOXA-23|blaOXA-66	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	sul1	tet(B)	NA	TRUE	TRUE	TRUE	blaOXA-23-like	gyrAS81L|parCS84L	TRUE	TRUE	Europe	Western Europe	BE	ST2-KL13	2017-03-02	2017	TRUE	other_country_outside_europe
GCF_022459595.1	SAMN25131642	200	Acinetobacter baumannii	AB167-VUB	TRUE	2017	Belgium	NA	NCBI	3976873	0.39	0	1	3976873	3976873	3976873	99.8	470	Acinetobacter baumannii	100	ST2	7	KL6	Very high	OCL1	Very high	aph(3'')-Ib|aph(3')-Ia|aph(6)-Id|armA	blaADC-25|blaOXA-23|blaOXA-66|blaTEM-1A	NA	NA	NA	NA	mph(E)|msr(E)	NA	NA	NA	NA	NA	NA	NA	sul2	tet(B)	NA	TRUE	TRUE	TRUE	blaOXA-23-like	gyrAS81L|parCS84L	TRUE	TRUE	Europe	Western Europe	BE	ST2-KL6	2017-08-08	2017	TRUE	other_country_outside_europe
GCF_022459875.1	SAMN25131640	200	Acinetobacter baumannii	AB39-VUB	TRUE	2014	Belgium	NA	NCBI	4021915	0.39	0	1	4021915	4021915	4021915	99.8	470	Acinetobacter baumannii	100	ST2	7	KL81	Good	OCL1	Very high	aac(3)-Ia|aph(3'')-Ib|aph(3')-VIb|aph(6)-Id	blaADC-25|blaOXA-23|blaOXA-66|blaPER-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	sul2	NA	NA	TRUE	TRUE	TRUE	blaOXA-23-like	gyrAS81L|parCS84L	TRUE	TRUE	Europe	Western Europe	BE	ST2-KL81	2014-04-15	2014	TRUE	other_country_outside_europe
GCF_022460015.1	SAMN25131639	200	Acinetobacter baumannii	AB36-VUB	TRUE	2014	Belgium	NA	NCBI	3991978	0.392	0	1	3991978	3991978	3991978	99.5	470	Acinetobacter baumannii	100	ST2	7	KL2	Very high	OCL1	Very high	aac(3)-Ia|aadA1|aph(3'')-Ib|aph(3')-Ia|aph(6)-Id	blaADC-25|blaOXA-23|blaOXA-66|blaTEM-1A	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	sul1|sul2	tet(B)	NA	TRUE	TRUE	TRUE	blaOXA-23-like	gyrAS81L|parCS84L	TRUE	TRUE	Europe	Western Europe	BE	ST2-KL2	2014-04-04	2014	TRUE	other_country_outside_europe
GCF_022460575.1	SAMN25131635	200	Acinetobacter baumannii	AB16-VUB	TRUE	2014	Belgium	NA	NCBI	3995974	0.391	0	1	3995974	3995974	3995974	99.8	470	Acinetobacter baumannii	100	ST2	7	KL7	Very high	OCL1	Very high	aac(6')-Ib|aadA1|aph(3'')-Ib|aph(3')-Ia|aph(6)-Id|armA	blaADC-25|blaOXA-23|blaOXA-66	NA	NA	NA	NA	mph(E)|msr(E)	NA	NA	NA	catB8	NA	NA	NA	sul1	tet(B)	NA	TRUE	TRUE	TRUE	blaOXA-23-like	gyrAS81L|parCS84L	TRUE	TRUE	Europe	Western Europe	BE	ST2-KL7	2014-12-22	2014	TRUE	other_country_outside_europe
GCF_022461025.2	SAMN25131632	200	Acinetobacter baumannii	AB3-VUB	TRUE	2017	Belgium	NA	NCBI	3847247	0.392	0	2	3834704	3834704	3834704	99.5	470	Acinetobacter baumannii	100	ST2	7	KL40	Very high	OCL1	Very high	aac(3)-Ia|aac(6')-Iaf|aadA1|aph(3'')-Ib|aph(6)-Id	blaADC-25|blaOXA-58|blaOXA-66|blaTEM-1A	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	sul1	tet(B)	NA	TRUE	TRUE	TRUE	blaOXA-58-like	gyrAS81L|parCS84L	TRUE	TRUE	Europe	Western Europe	BE	ST2-KL40	2017-10-10	2017	TRUE	other_country_outside_europe
GCF_022467255.1	SAMN25131674	200	Acinetobacter baumannii	AB233-VUB	TRUE	2017	Belgium	NA	NCBI	3871059	0.391	0	1	3871059	3871059	3871059	99.4	470	Acinetobacter baumannii	100	ST2	7	KL3	Very high	OCL1	Very high	aph(3'')-Ib|aph(6)-Id	blaADC-25|blaOXA-23|blaOXA-66|blaTEM-1A	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	tet(B)	NA	TRUE	TRUE	TRUE	blaOXA-23-like	gyrAS81L|parCS84L	TRUE	TRUE	Europe	Western Europe	BE	ST2-KL3	2017-06-03	2017	TRUE	other_country_outside_europe
GCF_022467805.1	SAMN25131668	200	Acinetobacter baumannii	AB224-VUB	TRUE	2017	Belgium	NA	NCBI	4012438	0.39	0	1	4012438	4012438	4012438	99.8	470	Acinetobacter baumannii	100	ST2	7	KL9	Very high	OCL1	Very high	aph(3'')-Ib|aph(3')-Ia|aph(6)-Id|armA	blaADC-25|blaOXA-23|blaOXA-66|blaOXA-73|blaTEM-1A	NA	NA	NA	NA	mph(E)|msr(E)	NA	NA	NA	NA	NA	NA	NA	NA	tet(B)	NA	FALSE	TRUE	TRUE	blaOXA-23-like	gyrAS81L|parCS84L	TRUE	TRUE	Europe	Western Europe	BE	ST2-KL9	2017-06-04	2017	TRUE	other_country_outside_europe
GCF_022467905.1	SAMN25131667	200	Acinetobacter baumannii	AB222-VUB	TRUE	2017	Belgium	NA	NCBI	3930310	0.391	0	1	3930310	3930310	3930310	99.6	470	Acinetobacter baumannii	100	ST2	7	KL22	Very high	OCL3	Good	aadA2|ant(2'')-Ia|aph(3')-VIa	blaADC-25|blaOXA-23|blaOXA-82	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	sul1	NA	NA	TRUE	TRUE	TRUE	blaOXA-23-like	gyrAS81L|parCS84L	TRUE	TRUE	Europe	Western Europe	BE	ST2-KL22	2017-06-10	2017	TRUE	other_country_outside_europe
GCF_022467975.1	SAMN25131666	200	Acinetobacter baumannii	AB220-VUB	TRUE	2017	Belgium	NA	NCBI	3995387	0.391	0	1	3995387	3995387	3995387	99.7	470	Acinetobacter baumannii	100	ST2	7	KL9	Very high	OCL1	Very high	aac(3)-Ia|aadA1|aph(3'')-Ib|aph(3')-Ia|aph(6)-Id	blaADC-25|blaOXA-23|blaOXA-66	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	sul1|sul2	tet(B)	NA	TRUE	TRUE	TRUE	blaOXA-23-like	gyrAS81L|parCS84L	TRUE	TRUE	Europe	Western Europe	BE	ST2-KL9	2017-04-06	2017	TRUE	other_country_outside_europe
GCF_022468195.1	SAMN25131664	200	Acinetobacter baumannii	AB217-VUB	TRUE	2017	Belgium	NA	NCBI	4068658	0.39	0	1	4068658	4068658	4068658	99.8	470	Acinetobacter baumannii	100	ST2	7	KL9	Very high	OCL1	Very high	aph(3'')-Ib|aph(3')-Ia|aph(6)-Id	blaADC-25|blaOXA-23|blaOXA-66|blaOXA-73|blaTEM-1A	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	sul2	tet(B)	NA	TRUE	TRUE	TRUE	blaOXA-23-like	gyrAS81L|parCS84L	TRUE	TRUE	Europe	Western Europe	BE	ST2-KL9	2017-01-07	2017	TRUE	other_country_outside_europe
GCF_022468295.1	SAMN25131663	200	Acinetobacter baumannii	AB216-VUB	TRUE	2017	Belgium	NA	NCBI	3913930	0.39	0	1	3913930	3913930	3913930	99.6	470	Acinetobacter baumannii	100	ST2	7	KL9	Very high	OCL1	Very high	aac(6')-Ib|aadA1|aph(3'')-Ib|aph(3')-Ia|aph(6)-Id|armA	blaADC-25|blaOXA-23|blaOXA-66	NA	NA	NA	NA	mph(E)|msr(E)	NA	NA	NA	catB8	NA	NA	NA	sul1	tet(B)	NA	TRUE	TRUE	TRUE	blaOXA-23-like	gyrAS81L|parCS84L	TRUE	TRUE	Europe	Western Europe	BE	ST2-KL9	2017-05-10	2017	TRUE	other_country_outside_europe
GCF_022468355.1	SAMN25131662	200	Acinetobacter baumannii	AB214-VUB	TRUE	2017	Belgium	NA	NCBI	3964332	0.39	0	1	3964332	3964332	3964332	99.8	470	Acinetobacter baumannii	100	ST2	7	KL3	Very high	OCL1	Very high	aph(3'')-Ib|aph(3')-Ia|aph(6)-Id|armA	blaADC-25|blaOXA-23|blaOXA-66|blaTEM-1A	NA	NA	NA	NA	mph(E)|msr(E)	NA	NA	NA	NA	NA	NA	NA	NA	tet(B)	NA	TRUE	TRUE	TRUE	blaOXA-23-like	gyrAS81L|parCS84L	TRUE	TRUE	Europe	Western Europe	BE	ST2-KL3	2017-06-05	2017	TRUE	other_country_outside_europe
GCF_022468565.1	SAMN25131660	200	Acinetobacter baumannii	AB212-VUB	TRUE	2017	Belgium	NA	NCBI	3922329	0.391	0	1	3922329	3922329	3922329	99.7	470	Acinetobacter baumannii	100	ST2	7	KL2	Very high	OCL1	Very high	aac(3)-Ia|aadA1|aph(3'')-Ib|aph(3')-Ia|aph(6)-Id	blaADC-25|blaOXA-58|blaOXA-66	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	sul1|sul2	tet(B)	NA	TRUE	TRUE	TRUE	blaOXA-58-like	gyrAS81L|parCS84L	TRUE	TRUE	Europe	Western Europe	BE	ST2-KL2	2017-03-26	2017	TRUE	other_country_outside_europe
GCF_022468645.2	SAMN25131659	200	Acinetobacter baumannii	AB194-VUB	TRUE	2017	Belgium	NA	NCBI	3854993	0.391	0	2	3845163	3845163	3845163	99.7	470	Acinetobacter baumannii	100	ST2	7	KL40	Very high	OCL1	Very high	aac(6')-Iaf|aph(3'')-Ib|aph(6)-Id	blaADC-25|blaOXA-66|blaOXA-72	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	sul1|sul2	tet(B)	NA	TRUE	TRUE	TRUE	blaOXA-40-like	gyrAS81L|parCS84L	TRUE	TRUE	Europe	Western Europe	BE	ST2-KL40	2017-12-14	2017	TRUE	other_country_outside_europe
GCF_022468755.1	SAMN25131658	200	Acinetobacter baumannii	AB193-VUB	TRUE	2017	Belgium	NA	NCBI	3905527	0.39	0	1	3905527	3905527	3905527	99.4	470	Acinetobacter baumannii	100	ST2	7	KL40	Very high	OCL2	None	aph(3'')-Ib|aph(3')-Ia|aph(6)-Id|armA	blaADC-25|blaOXA-23|blaOXA-66|blaTEM-1A	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	tet(B)	NA	TRUE	TRUE	TRUE	blaOXA-23-like	gyrAS81L|parCS84L	TRUE	TRUE	Europe	Western Europe	BE	ST2-KL40	2017-03-17	2017	TRUE	other_country_outside_europe
GCF_022468795.1	SAMN25131657	200	Acinetobacter baumannii	AB189-VUB	TRUE	2017	Belgium	NA	NCBI	3963068	0.391	0	1	3963068	3963068	3963068	99.7	470	Acinetobacter baumannii	100	ST2	7	KL22	Very high	OCL3	High	aac(3)-Ia|aadA1|aadA2|ant(2'')-Ia	blaADC-25|blaOXA-23|blaOXA-82	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	sul1	NA	NA	TRUE	TRUE	TRUE	blaOXA-23-like	gyrAS81L|parCS84L	TRUE	TRUE	Europe	Western Europe	BE	ST2-KL22	2017-12-12	2017	TRUE	other_country_outside_europe
GCF_022469075.1	SAMN25131653	200	Acinetobacter baumannii	AB183-VUB	TRUE	2017	Belgium	NA	NCBI	3997993	0.391	0	1	3997993	3997993	3997993	99.8	470	Acinetobacter baumannii	100	ST2	7	KL9	Very high	OCL1	Very high	aph(3'')-Ib|aph(3')-Ia|aph(6)-Id|armA	blaADC-25|blaOXA-23|blaOXA-66|blaTEM-1A	NA	NA	NA	NA	mph(E)|msr(E)	NA	NA	NA	NA	NA	NA	NA	NA	tet(B)	NA	TRUE	TRUE	TRUE	blaOXA-23-like	gyrAS81L|parCS84L	TRUE	TRUE	Europe	Western Europe	BE	ST2-KL9	2017-04-19	2017	TRUE	other_country_outside_europe
GCF_022548575.1	SAMN25131652	200	Acinetobacter baumannii	AB181-VUB	TRUE	2017	Belgium	NA	NCBI	4103179	0.391	0	1	4103179	4103179	4103179	99.7	470	Acinetobacter baumannii	100	ST2	7	KL125	Very high	OCL1	Very high	aac(6')-Ib|aadA1|aph(3'')-Ib|aph(3')-Ia|aph(6)-Id|armA	blaADC-25|blaOXA-23|blaOXA-66|blaOXA-73|blaPER-7	NA	NA	NA	NA	mph(E)|msr(E)	NA	NA	NA	catB8|cmlA1	NA	NA	ARR-2	sul1|sul2	tet(B)	NA	TRUE	TRUE	TRUE	blaOXA-23-like	gyrAS81L|parCS84L	TRUE	TRUE	Europe	Western Europe	BE	ST2-KL125	2017-12-01	2017	TRUE	other_country_outside_europe
GCF_022601755.1	SAMN25694890	74	Acinetobacter baumannii	SMU.6245.Ab.ND.2021	TRUE	2020-03	South Africa	pretoria	NCBI	3970749	0.388	0	97	292360	105685	13350	99.8	470	Acinetobacter baumannii	84.54	ST2	7	KL3	Very high	OCL1	Very high	aph(3'')-Ib|aph(6)-Id|armA	blaADC-25|blaOXA-23|blaOXA-66	NA	NA	NA	NA	mph(E)|msr(E)	NA	NA	NA	NA	NA	NA	NA	NA	tet(B)	NA	TRUE	FALSE	TRUE	blaOXA-23-like	gyrAS81L|parCS84L	TRUE	TRUE	Africa	Southern Africa	ZA	ST2-KL3	2020-03-28	2020	TRUE	other_country_outside_europe
GCF_022661915.1	SAMN25513303	3358	Acinetobacter baumannii	AB9	TRUE	2020	Croatia	zagreb	NCBI	3960113	0.388	0	180	245627	90553	9349	99.7	470	Acinetobacter baumannii	72.22	ST2	7	KL9	Very high	OCL1	Very high	aac(3)-Ia|aadA1|aph(3'')-Ib|aph(3')-VIa|aph(6)-Id|armA	blaADC-25|blaOXA-23|blaOXA-66	NA	NA	NA	NA	mph(E)|msr(E)	NA	NA	NA	NA	NA	NA	NA	sul1	tet(B)	NA	TRUE	TRUE	TRUE	blaOXA-23-like	gyrAS81L|parCS84L	TRUE	TRUE	Europe	Southern Europe	HR	ST2-KL9	2020-08-14	2020	TRUE	other_country_outside_europe
GCF_022661955.1	SAMN25513302	2214	Acinetobacter baumannii	AB8	TRUE	2020	Croatia	zagreb	NCBI	3928173	0.389	0	195	189391	66531	8204	99.7	470	Acinetobacter baumannii	65.13	ST2	7	KL40	Very high	OCL1	Very high	aac(6')-Iaf|aph(3'')-Ib|aph(6)-Id|armA	blaADC-25|blaOXA-66|blaOXA-72	NA	NA	NA	NA	mph(E)|msr(E)	NA	NA	NA	NA	NA	NA	NA	sul2	tet(B)	NA	TRUE	TRUE	TRUE	blaOXA-40-like	gyrAS81L|parCS84L	TRUE	TRUE	Europe	Southern Europe	HR	ST2-KL40	2020-10-22	2020	TRUE	other_country_outside_europe
GCF_022661975.1	SAMN25513300	2473	Acinetobacter baumannii	AB6	TRUE	2020	Croatia	zagreb	NCBI	3988648	0.388	0	170	286202	90552	9715	99.8	470	Acinetobacter baumannii	74.71	ST2	7	KL3	Very high	OCL1	Very high	aph(3'')-Ib|aph(3')-VIa|aph(6)-Id|armA	blaADC-25|blaOXA-23|blaOXA-66	NA	NA	NA	NA	mph(E)|msr(E)	NA	NA	NA	NA	NA	NA	NA	sul1	tet(B)	NA	TRUE	TRUE	TRUE	blaOXA-23-like	gyrAS81L|parCS84L	TRUE	TRUE	Europe	Southern Europe	HR	ST2-KL3	2020-04-19	2020	TRUE	other_country_outside_europe
GCF_022661995.1	SAMN25513298	2488	Acinetobacter baumannii	AB3	TRUE	2020	Croatia	zagreb	NCBI	3898909	0.389	0	180	185682	72740	11172	99.8	470	Acinetobacter baumannii	70.56	ST2	7	KL9	Very high	OCL1	Very high	aph(3'')-Ib|aph(6)-Id|armA	blaADC-25|blaOXA-23|blaOXA-66	NA	NA	NA	NA	mph(E)|msr(E)	NA	NA	NA	NA	NA	NA	NA	NA	tet(B)	NA	TRUE	TRUE	TRUE	blaOXA-23-like	gyrAS81L|parCS84L	TRUE	TRUE	Europe	Southern Europe	HR	ST2-KL9	2020-04-25	2020	TRUE	other_country_outside_europe
GCF_022662025.1	SAMN25513299	2243	Acinetobacter baumannii	AB5	TRUE	2020	Croatia	zagreb	NCBI	4031118	0.389	0	184	285636	80430	9715	99.8	470	Acinetobacter baumannii	69.02	ST2	7	KL2	Very high	OCL1	Very high	aph(3'')-Ib|aph(3')-VIa|aph(6)-Id|armA	blaADC-25|blaOXA-23|blaOXA-66	NA	NA	NA	NA	mph(E)|msr(E)	NA	NA	NA	catA1	NA	NA	NA	sul1	tet(B)	NA	TRUE	TRUE	TRUE	blaOXA-23-like	gyrAS81L|parCS84L	TRUE	TRUE	Europe	Southern Europe	HR	ST2-KL2	2020-08-06	2020	TRUE	other_country_outside_europe
GCF_022662035.1	SAMN25513297	2461	Acinetobacter baumannii	AB2	TRUE	2020	Croatia	zagreb	NCBI	4024064	0.389	0	168	285636	67069	9711	99.8	470	Acinetobacter baumannii	75	ST2	7	KL2	Very high	OCL1	Very high	aph(3'')-Ib|aph(6)-Id|armA	blaADC-25|blaOXA-23|blaOXA-66	NA	NA	NA	NA	mph(E)|msr(E)	NA	NA	NA	NA	NA	NA	NA	sul1	tet(B)	NA	TRUE	TRUE	TRUE	blaOXA-23-like	gyrAS81L|parCS84L	TRUE	TRUE	Europe	Southern Europe	HR	ST2-KL2	2020-01-05	2020	TRUE	other_country_outside_europe
GCF_022690665.1	SAMN26554622	60	Acinetobacter baumannii	NNAb-1	TRUE	2020-09-28	Russia	nizhniy_novgorod	NCBI	4008848	0.389	0	145	323589	142285	13830	99.7	470	Acinetobacter baumannii	71.03	ST2	7	KL235	Perfect	OCL1	Very high	aac(6')-Ib|aadA1|aph(3'')-Ib|aph(3')-Ia|aph(6)-Id|armA	blaADC-25|blaOXA-23|blaOXA-66	NA	NA	NA	NA	mph(E)|msr(E)	NA	NA	NA	catB8|cmlA1	NA	NA	ARR-2	sul2	NA	NA	TRUE	TRUE	TRUE	blaOXA-23-like	gyrAS81L|parCS84L	TRUE	TRUE	Europe	Eastern Europe	RU	ST2-KL235	2020-09-27	2020	TRUE	other_country_outside_europe
GCF_022698115.1	SAMN26740339	300	Acinetobacter baumannii	AC1813	TRUE	2018	Malaysia	NA	NCBI	3961263	0.388	0	95	250104	133728	20716	99.8	470	Acinetobacter baumannii	77.89	ST2	7	KL32	High	OCL1	Very high	aph(3'')-Ib|aph(6)-Id|armA	blaADC-25|blaOXA-23|blaOXA-66	NA	NA	NA	NA	mph(E)|msr(E)	NA	NA	NA	NA	NA	NA	NA	sul2	NA	NA	TRUE	TRUE	TRUE	blaOXA-23-like	gyrAS81L|parCS84L	TRUE	TRUE	Asia	South-Eastern Asia	MY	ST2-KL32	2018-07-04	2018	TRUE	other_country_outside_europe
GCF_022699075.1	SAMN26810463	300	Acinetobacter baumannii	AC1828	TRUE	2018	Malaysia	NA	NCBI	3964315	0.388	0	104	250097	124352	13603	99.8	470	Acinetobacter baumannii	79.81	ST2	7	KL32	Very high	OCL1	Very high	aph(3'')-Ib|aph(6)-Id|armA	blaADC-25|blaOXA-23|blaOXA-66	NA	NA	NA	NA	mph(E)|msr(E)	NA	NA	NA	NA	NA	NA	NA	sul2	NA	NA	TRUE	TRUE	TRUE	blaOXA-23-like	gyrAS81L|parCS84L	TRUE	TRUE	Asia	South-Eastern Asia	MY	ST2-KL32	2018-11-14	2018	TRUE	other_country_outside_europe
GCF_022699145.1	SAMN26810515	300	Acinetobacter baumannii	AC1829	TRUE	2018	Malaysia	NA	NCBI	3925222	0.388	0	82	260250	140204	23152	99.8	470	Acinetobacter baumannii	76.83	ST2	7	KL32	Very high	OCL1	Very high	aph(3'')-Ib|aph(6)-Id|armA	blaADC-25|blaOXA-23|blaOXA-66	NA	NA	NA	NA	mph(E)|msr(E)	NA	NA	NA	NA	NA	NA	NA	sul2	NA	NA	TRUE	TRUE	TRUE	blaOXA-23-like	gyrAS81L|parCS84L	TRUE	TRUE	Asia	South-Eastern Asia	MY	ST2-KL32	2018-11-14	2018	TRUE	other_country_outside_europe
GCF_022809435.1	SAMN26554011	29.41	Acinetobacter baumannii	KFMC_AB19	TRUE	2016	Saudi Arabia	riyadh	NCBI	3984215	0.389	0	111	161243	79703	12971	99.8	470	Acinetobacter baumannii	87.39	ST2	7	KL152	Good	OCL1	Very high	aph(3'')-Ib|aph(3')-Ia|aph(6)-Id|armA	blaADC-25|blaOXA-23|blaOXA-66|blaTEM-1A	NA	NA	NA	NA	mph(E)|msr(E)	NA	NA	NA	NA	NA	NA	NA	sul2	tet(B)	NA	TRUE	TRUE	TRUE	blaOXA-23-like	gyrAS81L|parCS84L	TRUE	TRUE	Asia	Western Asia	SA	ST2-KL152	2016-04-29	2016	TRUE	other_country_outside_europe
